,Names,R2 1st Wave,RMSE 1st Wave,MAE 1st Wave,R2 2nd Wave,RMSE 2nd Wave,MAE 2nd Wave,R2 3rd+4th Wave,RMSE 3rd+4th Wave,MAE 3rd+4th Wave,R2 All Data,RMSE All Data,MAE All Data
27,"ARIMA(2,1,4)",0.8703955998050497,20185.65370795485,1726.294252157489,0.8380754723091518,108237.78923858546,7679.654099020523,0.8980434870782468,23889.631436805343,2172.135139374964,0.9068228991971008,255911.2539963658,3519.5169470915025
28,"ARIMA(2,2,1)",0.8133434357465349,24224.48645636716,1900.772931657769,0.7567993513412357,132649.29867702205,8782.238858418355,0.8224247347727618,31527.766026122084,2639.7947279866476,0.8762488135399269,294923.5643295905,3960.685845617995
29,"ARIMA(2,2,2)",0.8219889544632237,23656.82301364347,1830.2622610223289,0.7824194414616787,125467.90238037359,8288.867596618891,0.8142290931778626,32247.111066064528,2407.1848788567795,0.8710247797061121,301084.1735203066,3743.721598134449
30,"ARIMA(2,2,3)",0.8606599730910073,20930.080094647514,1738.3242059920167,0.7890212463463111,123549.77389039684,8675.09291872217,0.8531433496292486,28671.39156958629,2449.7027497555932,0.8910446049530384,276731.8574437946,3762.107800235517
31,"ARIMA(2,2,4)",0.8533962644119681,21468.68597533285,1700.3514466644915,0.8272486241342476,111797.82414144116,8060.622781876334,0.8510545117245002,28874.57755854079,2322.7120596413083,0.891098093806957,276663.9219046174,3752.835317385074
32,"AR(3,0,0)",0.8131176553906578,24239.133035338877,1853.6708603780062,0.7652020960493169,130337.5945311206,8980.952444722492,0.8165545184620344,32044.645569079028,2616.084768315102,0.8793238855690673,291236.2613859882,3997.2989111074016
33,"ARMA(3,0,1)",0.8351792616816691,22763.491357101742,1844.098347360618,0.7900254647423797,123255.38655394426,8999.173881139017,0.8386601359245732,30051.960285877318,2596.756501805067,0.8892716863531914,278974.25802151643,3845.5768918584477
34,"ARMA(3,0,2)",0.8619856351989059,20830.279183351155,1686.007027395013,0.7971059712100321,121159.43143306051,8996.622961136494,0.847150962046532,29250.501581170833,2461.9432911821336,0.8945592799936295,272231.87206581037,3819.39439434539
35,"ARMA(3,0,3)",0.8822272109193788,19242.231058239136,1614.7774630410436,0.7764601417921201,127174.51184405814,9294.13804783847,0.895469246741734,24189.339106402113,2262.288160359075,0.8920409571810136,275463.65203163127,3870.107806102808
36,"ARMA(3,0,4)",0.8667311625169556,20469.02940666149,1752.7749530432068,,,,0.8511934294333251,28861.109121448084,2554.0833116578888,0.9074002386318382,255117.18959655962,3559.9681001259705
37,"ARIMA(3,1,1)",0.8425449433127525,22249.03870627362,1809.4386551989521,0.812117347306196,116591.24379379064,8702.068496576569,0.8537299168071002,28614.075391160015,2471.516630338601,0.8896370499693829,278513.620357907,3753.137307378406
38,"ARIMA(3,1,2)",0.8570014233608685,21203.07270725067,1721.112190572146,0.8460724989743956,105531.15785357231,7976.19916257076,0.8981658695904163,23875.289287864303,2194.7998632513313,0.8908238160566697,277012.10239880014,3802.484262514059
